Prefix Length,Determiners,Prompt,Answer,Correct
4,sixteen-thirteen,"Sam noticed most of the apples. Did Sam notice none of the apples? No.
Sidney had most of the shoes. Did Sidney have three of the shoes? Maybe.
Laura had both of the sandwiches. Did Laura have two of the sandwiches? Yes.
Most of the pretzels are pretty. Are three of the pretzels pretty? Maybe.
The actor owned sixteen of the pretzels. Did the actor own thirteen of the pretzels?", No.,0
4,sixteen-at least thirteen,"Sam noticed most of the apples. Did Sam notice none of the apples? No.
Sidney had most of the shoes. Did Sidney have three of the shoes? Maybe.
Laura had both of the sandwiches. Did Laura have two of the sandwiches? Yes.
Most of the pretzels are pretty. Are three of the pretzels pretty? Maybe.
Sixteen of the pretzels are impressive. Are at least thirteen of the pretzels impressive?", Yes.,1
4,at least thirteen-sixteen,"Sam noticed most of the apples. Did Sam notice none of the apples? No.
Sidney had most of the shoes. Did Sidney have three of the shoes? Maybe.
Laura had both of the sandwiches. Did Laura have two of the sandwiches? Yes.
Most of the pretzels are pretty. Are three of the pretzels pretty? Maybe.
Mark ate at least thirteen of the pastries. Did Mark eat sixteen of the pastries?", No.,0
4,sixteen-sixteen,"Sam noticed most of the apples. Did Sam notice none of the apples? No.
Sidney had most of the shoes. Did Sidney have three of the shoes? Maybe.
Laura had both of the sandwiches. Did Laura have two of the sandwiches? Yes.
Most of the pretzels are pretty. Are three of the pretzels pretty? Maybe.
Ann ordered sixteen of the burgers. Did Ann order sixteen of the burgers?", Yes.,1
4,at least thirteen-at least thirteen,"Sam noticed most of the apples. Did Sam notice none of the apples? No.
Sidney had most of the shoes. Did Sidney have three of the shoes? Maybe.
Laura had both of the sandwiches. Did Laura have two of the sandwiches? Yes.
Most of the pretzels are pretty. Are three of the pretzels pretty? Maybe.
The man ate at least thirteen of the strawberries. Did the man eat at least thirteen of the strawberries?", Yes.,1
4,thirteen-sixteen,"Mark ate all of the apples. Did Mark eat none of the apples? No.
Robin saw two of the shirts. Did Robin see half of the shirts? Maybe.
Sam spotted half of the candles. Did Sam spot three of the candles? Maybe.
Adam saw two of the attractions. Did Adam see some of the attractions? Yes.
Mark had thirteen of the bagels. Did Mark have sixteen of the bagels?", No.,1
4,sixteen-thirteen,"Mark ate all of the apples. Did Mark eat none of the apples? No.
Robin saw two of the shirts. Did Robin see half of the shirts? Maybe.
Sam spotted half of the candles. Did Sam spot three of the candles? Maybe.
Adam saw two of the attractions. Did Adam see some of the attractions? Yes.
Bill noticed sixteen of the keyrings. Did Bill notice thirteen of the keyrings?", No.,0
4,sixteen-at least thirteen,"Mark ate all of the apples. Did Mark eat none of the apples? No.
Robin saw two of the shirts. Did Robin see half of the shirts? Maybe.
Sam spotted half of the candles. Did Sam spot three of the candles? Maybe.
Adam saw two of the attractions. Did Adam see some of the attractions? Yes.
John wanted sixteen of the hats. Did John want at least thirteen of the hats?", Yes.,1
4,at least thirteen-sixteen,"Mark ate all of the apples. Did Mark eat none of the apples? No.
Robin saw two of the shirts. Did Robin see half of the shirts? Maybe.
Sam spotted half of the candles. Did Sam spot three of the candles? Maybe.
Adam saw two of the attractions. Did Adam see some of the attractions? Yes.
Ann noticed at least thirteen of the churros. Did Ann notice sixteen of the churros?", Maybe.,1
4,sixteen-sixteen,"Mark ate all of the apples. Did Mark eat none of the apples? No.
Robin saw two of the shirts. Did Robin see half of the shirts? Maybe.
Sam spotted half of the candles. Did Sam spot three of the candles? Maybe.
Adam saw two of the attractions. Did Adam see some of the attractions? Yes.
The singer ate sixteen of the cupcakes. Did the singer eat sixteen of the cupcakes?", Yes.,1
4,at least thirteen-at least thirteen,"Mark ate all of the apples. Did Mark eat none of the apples? No.
Robin saw two of the shirts. Did Robin see half of the shirts? Maybe.
Sam spotted half of the candles. Did Sam spot three of the candles? Maybe.
Adam saw two of the attractions. Did Adam see some of the attractions? Yes.
The actress saw at least thirteen of the bagels. Did the actress see at least thirteen of the bagels?", Yes.,1
4,thirteen-sixteen,"The teacher got two of the toys. Did the teacher get all of the toys? Maybe.
The actor liked most of the scarves. Did the actor like none of the scarves? No.
The actress spotted two of the chocolates. Did the actress spot all of the chocolates? Maybe.
Mark liked half of the hats. Did Mark like some of the hats? Yes.
John got thirteen of the backpacks. Did John get sixteen of the backpacks?", No.,1
4,sixteen-thirteen,"The teacher got two of the toys. Did the teacher get all of the toys? Maybe.
The actor liked most of the scarves. Did the actor like none of the scarves? No.
The actress spotted two of the chocolates. Did the actress spot all of the chocolates? Maybe.
Mark liked half of the hats. Did Mark like some of the hats? Yes.
Michael purchased sixteen of the hats. Did Michael purchase thirteen of the hats?", No.,0
4,sixteen-at least thirteen,"The teacher got two of the toys. Did the teacher get all of the toys? Maybe.
The actor liked most of the scarves. Did the actor like none of the scarves? No.
The actress spotted two of the chocolates. Did the actress spot all of the chocolates? Maybe.
Mark liked half of the hats. Did Mark like some of the hats? Yes.
Sidney bought sixteen of the toys. Did Sidney buy at least thirteen of the toys?", Yes.,1
4,at least thirteen-sixteen,"The teacher got two of the toys. Did the teacher get all of the toys? Maybe.
The actor liked most of the scarves. Did the actor like none of the scarves? No.
The actress spotted two of the chocolates. Did the actress spot all of the chocolates? Maybe.
Mark liked half of the hats. Did Mark like some of the hats? Yes.
Sally bought at least thirteen of the sweaters. Did Sally buy sixteen of the sweaters?", No.,0
4,sixteen-sixteen,"The teacher got two of the toys. Did the teacher get all of the toys? Maybe.
The actor liked most of the scarves. Did the actor like none of the scarves? No.
The actress spotted two of the chocolates. Did the actress spot all of the chocolates? Maybe.
Mark liked half of the hats. Did Mark like some of the hats? Yes.
The teacher noticed sixteen of the cherries. Did the teacher notice sixteen of the cherries?", Yes.,1
4,at least thirteen-at least thirteen,"The teacher got two of the toys. Did the teacher get all of the toys? Maybe.
The actor liked most of the scarves. Did the actor like none of the scarves? No.
The actress spotted two of the chocolates. Did the actress spot all of the chocolates? Maybe.
Mark liked half of the hats. Did Mark like some of the hats? Yes.
At least thirteen of the shirts are orange. Are at least thirteen of the shirts orange?", Yes.,1
4,thirteen-sixteen,"The singer wanted two of the chocolates. Did the singer want all of the chocolates? Maybe.
Sam bought none of the candles. Did Sam buy several of the candles? No.
Laura bought some of the sweaters. Did Laura buy more than one of the sweaters? Yes.
Most of the rings are expensive. Are three of the rings expensive? Maybe.
Laura purchased thirteen of the cupcakes. Did Laura purchase sixteen of the cupcakes?", No.,1
4,sixteen-thirteen,"The singer wanted two of the chocolates. Did the singer want all of the chocolates? Maybe.
Sam bought none of the candles. Did Sam buy several of the candles? No.
Laura bought some of the sweaters. Did Laura buy more than one of the sweaters? Yes.
Most of the rings are expensive. Are three of the rings expensive? Maybe.
Robin sold sixteen of the hats. Did Robin sell thirteen of the hats?", No.,0
4,sixteen-at least thirteen,"The singer wanted two of the chocolates. Did the singer want all of the chocolates? Maybe.
Sam bought none of the candles. Did Sam buy several of the candles? No.
Laura bought some of the sweaters. Did Laura buy more than one of the sweaters? Yes.
Most of the rings are expensive. Are three of the rings expensive? Maybe.
The actress saw sixteen of the rings. Did the actress see at least thirteen of the rings?", Yes.,1
4,at least thirteen-sixteen,"The singer wanted two of the chocolates. Did the singer want all of the chocolates? Maybe.
Sam bought none of the candles. Did Sam buy several of the candles? No.
Laura bought some of the sweaters. Did Laura buy more than one of the sweaters? Yes.
Most of the rings are expensive. Are three of the rings expensive? Maybe.
Sally spotted at least thirteen of the rings. Did Sally spot sixteen of the rings?", No.,0
4,sixteen-sixteen,"The singer wanted two of the chocolates. Did the singer want all of the chocolates? Maybe.
Sam bought none of the candles. Did Sam buy several of the candles? No.
Laura bought some of the sweaters. Did Laura buy more than one of the sweaters? Yes.
Most of the rings are expensive. Are three of the rings expensive? Maybe.
Sixteen of the sandwiches are cold. Are sixteen of the sandwiches cold?", Yes.,1
4,at least thirteen-at least thirteen,"The singer wanted two of the chocolates. Did the singer want all of the chocolates? Maybe.
Sam bought none of the candles. Did Sam buy several of the candles? No.
Laura bought some of the sweaters. Did Laura buy more than one of the sweaters? Yes.
Most of the rings are expensive. Are three of the rings expensive? Maybe.
At least thirteen of the pastries are expensive. Are at least thirteen of the pastries expensive?", Yes.,1
4,thirteen-sixteen,"Ann spotted two of the attractions. Did Ann spot half of the attractions? Maybe.
Adam had two of the cars. Did Adam have two of the cars? Yes.
Two of the shirts are yellow. Are half of the shirts yellow? Maybe.
Jim sold several of the pancakes. Did Jim sell none of the pancakes? No.
Thirteen of the attractions are colourful. Are sixteen of the attractions colourful?", Yes.,0
4,sixteen-thirteen,"Ann spotted two of the attractions. Did Ann spot half of the attractions? Maybe.
Adam had two of the cars. Did Adam have two of the cars? Yes.
Two of the shirts are yellow. Are half of the shirts yellow? Maybe.
Jim sold several of the pancakes. Did Jim sell none of the pancakes? No.
The actor ordered sixteen of the pastries. Did the actor order thirteen of the pastries?", No.,0
4,sixteen-at least thirteen,"Ann spotted two of the attractions. Did Ann spot half of the attractions? Maybe.
Adam had two of the cars. Did Adam have two of the cars? Yes.
Two of the shirts are yellow. Are half of the shirts yellow? Maybe.
Jim sold several of the pancakes. Did Jim sell none of the pancakes? No.
John ate sixteen of the sandwiches. Did John eat at least thirteen of the sandwiches?", Yes.,1
4,at least thirteen-sixteen,"Ann spotted two of the attractions. Did Ann spot half of the attractions? Maybe.
Adam had two of the cars. Did Adam have two of the cars? Yes.
Two of the shirts are yellow. Are half of the shirts yellow? Maybe.
Jim sold several of the pancakes. Did Jim sell none of the pancakes? No.
At least thirteen of the peanuts are delicious. Are sixteen of the peanuts delicious?", Yes.,0
4,sixteen-sixteen,"Ann spotted two of the attractions. Did Ann spot half of the attractions? Maybe.
Adam had two of the cars. Did Adam have two of the cars? Yes.
Two of the shirts are yellow. Are half of the shirts yellow? Maybe.
Jim sold several of the pancakes. Did Jim sell none of the pancakes? No.
The singer sold sixteen of the sandwiches. Did the singer sell sixteen of the sandwiches?", Yes.,1
4,at least thirteen-at least thirteen,"Ann spotted two of the attractions. Did Ann spot half of the attractions? Maybe.
Adam had two of the cars. Did Adam have two of the cars? Yes.
Two of the shirts are yellow. Are half of the shirts yellow? Maybe.
Jim sold several of the pancakes. Did Jim sell none of the pancakes? No.
At least thirteen of the cars are orange. Are at least thirteen of the cars orange?", Yes.,1
4,thirteen-sixteen,"Jim saw half of the shoes. Did Jim see three of the shoes? Maybe.
Bill purchased half of the umbrellas. Did Bill purchase three of the umbrellas? Maybe.
The teacher liked none of the rings. Did the teacher like some of the rings? No.
Ann sold half of the cupcakes. Did Ann sell some of the cupcakes? Yes.
Thirteen of the oranges are mouldy. Are sixteen of the oranges mouldy?", No.,1
4,sixteen-thirteen,"Jim saw half of the shoes. Did Jim see three of the shoes? Maybe.
Bill purchased half of the umbrellas. Did Bill purchase three of the umbrellas? Maybe.
The teacher liked none of the rings. Did the teacher like some of the rings? No.
Ann sold half of the cupcakes. Did Ann sell some of the cupcakes? Yes.
Sixteen of the toys are sold out. Are thirteen of the toys sold out?", No.,0
4,sixteen-at least thirteen,"Jim saw half of the shoes. Did Jim see three of the shoes? Maybe.
Bill purchased half of the umbrellas. Did Bill purchase three of the umbrellas? Maybe.
The teacher liked none of the rings. Did the teacher like some of the rings? No.
Ann sold half of the cupcakes. Did Ann sell some of the cupcakes? Yes.
The man liked sixteen of the shirts. Did the man like at least thirteen of the shirts?", Yes.,1
4,at least thirteen-sixteen,"Jim saw half of the shoes. Did Jim see three of the shoes? Maybe.
Bill purchased half of the umbrellas. Did Bill purchase three of the umbrellas? Maybe.
The teacher liked none of the rings. Did the teacher like some of the rings? No.
Ann sold half of the cupcakes. Did Ann sell some of the cupcakes? Yes.
Adam liked at least thirteen of the shoes. Did Adam like sixteen of the shoes?", No.,0
4,sixteen-sixteen,"Jim saw half of the shoes. Did Jim see three of the shoes? Maybe.
Bill purchased half of the umbrellas. Did Bill purchase three of the umbrellas? Maybe.
The teacher liked none of the rings. Did the teacher like some of the rings? No.
Ann sold half of the cupcakes. Did Ann sell some of the cupcakes? Yes.
Sixteen of the cakes are delicious. Are sixteen of the cakes delicious?", Yes.,1
4,at least thirteen-at least thirteen,"Jim saw half of the shoes. Did Jim see three of the shoes? Maybe.
Bill purchased half of the umbrellas. Did Bill purchase three of the umbrellas? Maybe.
The teacher liked none of the rings. Did the teacher like some of the rings? No.
Ann sold half of the cupcakes. Did Ann sell some of the cupcakes? Yes.
Jo noticed at least thirteen of the toys. Did Jo notice at least thirteen of the toys?", Yes.,1
4,thirteen-sixteen,"The actress saw half of the signs. Did the actress see three of the signs? Maybe.
Adam ate three of the apples. Did Adam eat more than two of the apples? Yes.
Laura ordered none of the snacks. Did Laura order some of the snacks? No.
Jim spotted most of the keyrings. Did Jim spot three of the keyrings? Maybe.
Bill got thirteen of the backpacks. Did Bill get sixteen of the backpacks?", No.,1
4,sixteen-thirteen,"The actress saw half of the signs. Did the actress see three of the signs? Maybe.
Adam ate three of the apples. Did Adam eat more than two of the apples? Yes.
Laura ordered none of the snacks. Did Laura order some of the snacks? No.
Jim spotted most of the keyrings. Did Jim spot three of the keyrings? Maybe.
The woman spotted sixteen of the keyrings. Did the woman spot thirteen of the keyrings?", No.,0
4,sixteen-at least thirteen,"The actress saw half of the signs. Did the actress see three of the signs? Maybe.
Adam ate three of the apples. Did Adam eat more than two of the apples? Yes.
Laura ordered none of the snacks. Did Laura order some of the snacks? No.
Jim spotted most of the keyrings. Did Jim spot three of the keyrings? Maybe.
Sam spotted sixteen of the apples. Did Sam spot at least thirteen of the apples?", Yes.,1
4,at least thirteen-sixteen,"The actress saw half of the signs. Did the actress see three of the signs? Maybe.
Adam ate three of the apples. Did Adam eat more than two of the apples? Yes.
Laura ordered none of the snacks. Did Laura order some of the snacks? No.
Jim spotted most of the keyrings. Did Jim spot three of the keyrings? Maybe.
Sophie owned at least thirteen of the shirts. Did Sophie own sixteen of the shirts?", No.,0
4,sixteen-sixteen,"The actress saw half of the signs. Did the actress see three of the signs? Maybe.
Adam ate three of the apples. Did Adam eat more than two of the apples? Yes.
Laura ordered none of the snacks. Did Laura order some of the snacks? No.
Jim spotted most of the keyrings. Did Jim spot three of the keyrings? Maybe.
The teacher sold sixteen of the churros. Did the teacher sell sixteen of the churros?", Yes.,1
4,at least thirteen-at least thirteen,"The actress saw half of the signs. Did the actress see three of the signs? Maybe.
Adam ate three of the apples. Did Adam eat more than two of the apples? Yes.
Laura ordered none of the snacks. Did Laura order some of the snacks? No.
Jim spotted most of the keyrings. Did Jim spot three of the keyrings? Maybe.
At least thirteen of the snacks are cheap. Are at least thirteen of the snacks cheap?", Yes.,1
4,thirteen-sixteen,"The actress wanted two of the keyrings. Did the actress want two of the keyrings? Yes.
The singer spotted half of the cupcakes. Did the singer spot three of the cupcakes? Maybe.
Mark ordered all of the backpacks. Did Mark order none of the backpacks? No.
Laura got two of the toys. Did Laura get all of the toys? Maybe.
Sophie wanted thirteen of the chocolates. Did Sophie want sixteen of the chocolates?", No.,1
4,sixteen-thirteen,"The actress wanted two of the keyrings. Did the actress want two of the keyrings? Yes.
The singer spotted half of the cupcakes. Did the singer spot three of the cupcakes? Maybe.
Mark ordered all of the backpacks. Did Mark order none of the backpacks? No.
Laura got two of the toys. Did Laura get all of the toys? Maybe.
The woman noticed sixteen of the temples. Did the woman notice thirteen of the temples?", No.,0
4,sixteen-at least thirteen,"The actress wanted two of the keyrings. Did the actress want two of the keyrings? Yes.
The singer spotted half of the cupcakes. Did the singer spot three of the cupcakes? Maybe.
Mark ordered all of the backpacks. Did Mark order none of the backpacks? No.
Laura got two of the toys. Did Laura get all of the toys? Maybe.
Mary liked sixteen of the peanuts. Did Mary like at least thirteen of the peanuts?", Yes.,1
4,at least thirteen-sixteen,"The actress wanted two of the keyrings. Did the actress want two of the keyrings? Yes.
The singer spotted half of the cupcakes. Did the singer spot three of the cupcakes? Maybe.
Mark ordered all of the backpacks. Did Mark order none of the backpacks? No.
Laura got two of the toys. Did Laura get all of the toys? Maybe.
Ann noticed at least thirteen of the snacks. Did Ann notice sixteen of the snacks?", Maybe.,1
4,sixteen-sixteen,"The actress wanted two of the keyrings. Did the actress want two of the keyrings? Yes.
The singer spotted half of the cupcakes. Did the singer spot three of the cupcakes? Maybe.
Mark ordered all of the backpacks. Did Mark order none of the backpacks? No.
Laura got two of the toys. Did Laura get all of the toys? Maybe.
The man purchased sixteen of the bottles. Did the man purchase sixteen of the bottles?", Yes.,1
4,at least thirteen-at least thirteen,"The actress wanted two of the keyrings. Did the actress want two of the keyrings? Yes.
The singer spotted half of the cupcakes. Did the singer spot three of the cupcakes? Maybe.
Mark ordered all of the backpacks. Did Mark order none of the backpacks? No.
Laura got two of the toys. Did Laura get all of the toys? Maybe.
Sam bought at least thirteen of the keyrings. Did Sam buy at least thirteen of the keyrings?", Yes.,1
4,thirteen-sixteen,"The man got two of the pretzels. Did the man get half of the pretzels? Maybe.
Mary saw both of the peanuts. Did Mary see both of the peanuts? Yes.
The teacher purchased several of the burgers. Did the teacher purchase none of the burgers? No.
Most of the cupcakes are delicious. Are three of the cupcakes delicious? Maybe.
Robin saw thirteen of the warnings. Did Robin see sixteen of the warnings?", No.,1
4,sixteen-thirteen,"The man got two of the pretzels. Did the man get half of the pretzels? Maybe.
Mary saw both of the peanuts. Did Mary see both of the peanuts? Yes.
The teacher purchased several of the burgers. Did the teacher purchase none of the burgers? No.
Most of the cupcakes are delicious. Are three of the cupcakes delicious? Maybe.
Laura ate sixteen of the apples. Did Laura eat thirteen of the apples?", No.,0
4,sixteen-at least thirteen,"The man got two of the pretzels. Did the man get half of the pretzels? Maybe.
Mary saw both of the peanuts. Did Mary see both of the peanuts? Yes.
The teacher purchased several of the burgers. Did the teacher purchase none of the burgers? No.
Most of the cupcakes are delicious. Are three of the cupcakes delicious? Maybe.
Jim noticed sixteen of the chocolates. Did Jim notice at least thirteen of the chocolates?", Yes.,1
4,at least thirteen-sixteen,"The man got two of the pretzels. Did the man get half of the pretzels? Maybe.
Mary saw both of the peanuts. Did Mary see both of the peanuts? Yes.
The teacher purchased several of the burgers. Did the teacher purchase none of the burgers? No.
Most of the cupcakes are delicious. Are three of the cupcakes delicious? Maybe.
At least thirteen of the strawberries are pretty. Are sixteen of the strawberries pretty?", Yes.,0
4,sixteen-sixteen,"The man got two of the pretzels. Did the man get half of the pretzels? Maybe.
Mary saw both of the peanuts. Did Mary see both of the peanuts? Yes.
The teacher purchased several of the burgers. Did the teacher purchase none of the burgers? No.
Most of the cupcakes are delicious. Are three of the cupcakes delicious? Maybe.
Sixteen of the sights are pretty. Are sixteen of the sights pretty?", Yes.,1
4,at least thirteen-at least thirteen,"The man got two of the pretzels. Did the man get half of the pretzels? Maybe.
Mary saw both of the peanuts. Did Mary see both of the peanuts? Yes.
The teacher purchased several of the burgers. Did the teacher purchase none of the burgers? No.
Most of the cupcakes are delicious. Are three of the cupcakes delicious? Maybe.
The man sold at least thirteen of the snacks. Did the man sell at least thirteen of the snacks?", Yes.,1
4,thirteen-sixteen,"Two of the snacks are on sale. Are more than one of the snacks on sale? Yes.
Sidney sold half of the hats. Did Sidney sell three of the hats? Maybe.
Lucy ordered none of the churros. Did Lucy order some of the churros? No.
Michael wanted half of the bagels. Did Michael want three of the bagels? Maybe.
Sophie liked thirteen of the pretzels. Did Sophie like sixteen of the pretzels?", No.,1
4,sixteen-thirteen,"Two of the snacks are on sale. Are more than one of the snacks on sale? Yes.
Sidney sold half of the hats. Did Sidney sell three of the hats? Maybe.
Lucy ordered none of the churros. Did Lucy order some of the churros? No.
Michael wanted half of the bagels. Did Michael want three of the bagels? Maybe.
The woman bought sixteen of the churros. Did the woman buy thirteen of the churros?", No.,0
4,sixteen-at least thirteen,"Two of the snacks are on sale. Are more than one of the snacks on sale? Yes.
Sidney sold half of the hats. Did Sidney sell three of the hats? Maybe.
Lucy ordered none of the churros. Did Lucy order some of the churros? No.
Michael wanted half of the bagels. Did Michael want three of the bagels? Maybe.
Sidney ordered sixteen of the bottles. Did Sidney order at least thirteen of the bottles?", Yes.,1
4,at least thirteen-sixteen,"Two of the snacks are on sale. Are more than one of the snacks on sale? Yes.
Sidney sold half of the hats. Did Sidney sell three of the hats? Maybe.
Lucy ordered none of the churros. Did Lucy order some of the churros? No.
Michael wanted half of the bagels. Did Michael want three of the bagels? Maybe.
Sophie liked at least thirteen of the mugs. Did Sophie like sixteen of the mugs?", Yes.,0
4,sixteen-sixteen,"Two of the snacks are on sale. Are more than one of the snacks on sale? Yes.
Sidney sold half of the hats. Did Sidney sell three of the hats? Maybe.
Lucy ordered none of the churros. Did Lucy order some of the churros? No.
Michael wanted half of the bagels. Did Michael want three of the bagels? Maybe.
The woman liked sixteen of the burgers. Did the woman like sixteen of the burgers?", Yes.,1
4,at least thirteen-at least thirteen,"Two of the snacks are on sale. Are more than one of the snacks on sale? Yes.
Sidney sold half of the hats. Did Sidney sell three of the hats? Maybe.
Lucy ordered none of the churros. Did Lucy order some of the churros? No.
Michael wanted half of the bagels. Did Michael want three of the bagels? Maybe.
Jim spotted at least thirteen of the umbrellas. Did Jim spot at least thirteen of the umbrellas?", Yes.,1
4,thirteen-sixteen,"Adam saw most of the tickets. Did Adam see three of the tickets? Maybe.
Jo noticed half of the performers. Did Jo notice half of the performers? Yes.
Robin purchased most of the keyrings. Did Robin purchase three of the keyrings? Maybe.
Lucy purchased all of the oranges. Did Lucy purchase none of the oranges? No.
Laura bought thirteen of the bagels. Did Laura buy sixteen of the bagels?", No.,1
4,sixteen-thirteen,"Adam saw most of the tickets. Did Adam see three of the tickets? Maybe.
Jo noticed half of the performers. Did Jo notice half of the performers? Yes.
Robin purchased most of the keyrings. Did Robin purchase three of the keyrings? Maybe.
Lucy purchased all of the oranges. Did Lucy purchase none of the oranges? No.
Sixteen of the bagels are delicious. Are thirteen of the bagels delicious?", Yes.,1
4,sixteen-at least thirteen,"Adam saw most of the tickets. Did Adam see three of the tickets? Maybe.
Jo noticed half of the performers. Did Jo notice half of the performers? Yes.
Robin purchased most of the keyrings. Did Robin purchase three of the keyrings? Maybe.
Lucy purchased all of the oranges. Did Lucy purchase none of the oranges? No.
Mary purchased sixteen of the shoes. Did Mary purchase at least thirteen of the shoes?", Yes.,1
4,at least thirteen-sixteen,"Adam saw most of the tickets. Did Adam see three of the tickets? Maybe.
Jo noticed half of the performers. Did Jo notice half of the performers? Yes.
Robin purchased most of the keyrings. Did Robin purchase three of the keyrings? Maybe.
Lucy purchased all of the oranges. Did Lucy purchase none of the oranges? No.
Sally liked at least thirteen of the umbrellas. Did Sally like sixteen of the umbrellas?", Maybe.,1
4,sixteen-sixteen,"Adam saw most of the tickets. Did Adam see three of the tickets? Maybe.
Jo noticed half of the performers. Did Jo notice half of the performers? Yes.
Robin purchased most of the keyrings. Did Robin purchase three of the keyrings? Maybe.
Lucy purchased all of the oranges. Did Lucy purchase none of the oranges? No.
Sophie had sixteen of the hats. Did Sophie have sixteen of the hats?", Yes.,1
4,at least thirteen-at least thirteen,"Adam saw most of the tickets. Did Adam see three of the tickets? Maybe.
Jo noticed half of the performers. Did Jo notice half of the performers? Yes.
Robin purchased most of the keyrings. Did Robin purchase three of the keyrings? Maybe.
Lucy purchased all of the oranges. Did Lucy purchase none of the oranges? No.
The singer bought at least thirteen of the scarves. Did the singer buy at least thirteen of the scarves?", Yes.,1
4,thirteen-sixteen,"The singer ordered most of the peanuts. Did the singer order three of the peanuts? Maybe.
The teacher ate most of the snacks. Did the teacher eat none of the snacks? No.
Jo sold both of the keyrings. Did Jo sell all of the keyrings? Yes.
Adam sold half of the snacks. Did Adam sell three of the snacks? Maybe.
Mark purchased thirteen of the shirts. Did Mark purchase sixteen of the shirts?", No.,1
4,sixteen-thirteen,"The singer ordered most of the peanuts. Did the singer order three of the peanuts? Maybe.
The teacher ate most of the snacks. Did the teacher eat none of the snacks? No.
Jo sold both of the keyrings. Did Jo sell all of the keyrings? Yes.
Adam sold half of the snacks. Did Adam sell three of the snacks? Maybe.
Sally had sixteen of the oranges. Did Sally have thirteen of the oranges?", No.,0
4,sixteen-at least thirteen,"The singer ordered most of the peanuts. Did the singer order three of the peanuts? Maybe.
The teacher ate most of the snacks. Did the teacher eat none of the snacks? No.
Jo sold both of the keyrings. Did Jo sell all of the keyrings? Yes.
Adam sold half of the snacks. Did Adam sell three of the snacks? Maybe.
The woman ate sixteen of the oranges. Did the woman eat at least thirteen of the oranges?", Yes.,1
4,at least thirteen-sixteen,"The singer ordered most of the peanuts. Did the singer order three of the peanuts? Maybe.
The teacher ate most of the snacks. Did the teacher eat none of the snacks? No.
Jo sold both of the keyrings. Did Jo sell all of the keyrings? Yes.
Adam sold half of the snacks. Did Adam sell three of the snacks? Maybe.
The actress spotted at least thirteen of the peanuts. Did the actress spot sixteen of the peanuts?", No.,0
4,sixteen-sixteen,"The singer ordered most of the peanuts. Did the singer order three of the peanuts? Maybe.
The teacher ate most of the snacks. Did the teacher eat none of the snacks? No.
Jo sold both of the keyrings. Did Jo sell all of the keyrings? Yes.
Adam sold half of the snacks. Did Adam sell three of the snacks? Maybe.
Sally sold sixteen of the cupcakes. Did Sally sell sixteen of the cupcakes?", Yes.,1
4,at least thirteen-at least thirteen,"The singer ordered most of the peanuts. Did the singer order three of the peanuts? Maybe.
The teacher ate most of the snacks. Did the teacher eat none of the snacks? No.
Jo sold both of the keyrings. Did Jo sell all of the keyrings? Yes.
Adam sold half of the snacks. Did Adam sell three of the snacks? Maybe.
Bill ate at least thirteen of the apples. Did Bill eat at least thirteen of the apples?", Yes.,1
4,thirteen-sixteen,"Bill wanted none of the bottles. Did Bill want all of the bottles? No.
Mary saw half of the hats. Did Mary see three of the hats? Maybe.
Sam saw two of the bagels. Did Sam see half of the bagels? Maybe.
Jo wanted two of the candles. Did Jo want some of the candles? Yes.
The woman saw thirteen of the bottles. Did the woman see sixteen of the bottles?", No.,1
4,sixteen-thirteen,"Bill wanted none of the bottles. Did Bill want all of the bottles? No.
Mary saw half of the hats. Did Mary see three of the hats? Maybe.
Sam saw two of the bagels. Did Sam see half of the bagels? Maybe.
Jo wanted two of the candles. Did Jo want some of the candles? Yes.
Jim had sixteen of the churros. Did Jim have thirteen of the churros?", No.,0
4,sixteen-at least thirteen,"Bill wanted none of the bottles. Did Bill want all of the bottles? No.
Mary saw half of the hats. Did Mary see three of the hats? Maybe.
Sam saw two of the bagels. Did Sam see half of the bagels? Maybe.
Jo wanted two of the candles. Did Jo want some of the candles? Yes.
Laura ordered sixteen of the bottles. Did Laura order at least thirteen of the bottles?", Yes.,1
4,at least thirteen-sixteen,"Bill wanted none of the bottles. Did Bill want all of the bottles? No.
Mary saw half of the hats. Did Mary see three of the hats? Maybe.
Sam saw two of the bagels. Did Sam see half of the bagels? Maybe.
Jo wanted two of the candles. Did Jo want some of the candles? Yes.
Jo noticed at least thirteen of the tickets. Did Jo notice sixteen of the tickets?", Maybe.,1
4,sixteen-sixteen,"Bill wanted none of the bottles. Did Bill want all of the bottles? No.
Mary saw half of the hats. Did Mary see three of the hats? Maybe.
Sam saw two of the bagels. Did Sam see half of the bagels? Maybe.
Jo wanted two of the candles. Did Jo want some of the candles? Yes.
Ann liked sixteen of the umbrellas. Did Ann like sixteen of the umbrellas?", Yes.,1
4,at least thirteen-at least thirteen,"Bill wanted none of the bottles. Did Bill want all of the bottles? No.
Mary saw half of the hats. Did Mary see three of the hats? Maybe.
Sam saw two of the bagels. Did Sam see half of the bagels? Maybe.
Jo wanted two of the candles. Did Jo want some of the candles? Yes.
Jim spotted at least thirteen of the parades. Did Jim spot at least thirteen of the parades?", Yes.,1
