Prefix Length,Determiners,Prompt,Answer,Correct
3,three-three,"Sophie purchased most of the rings. Did Sophie purchase none of the rings? No.
Sam spotted half of the pastries. Did Sam spot some of the pastries? Yes.
Two of the mugs are cheap. Are half of the mugs cheap? Maybe.
Three of the apples are cold. Are three of the apples cold?", Yes.,1
3,at least two-at least two,"Sophie purchased most of the rings. Did Sophie purchase none of the rings? No.
Sam spotted half of the pastries. Did Sam spot some of the pastries? Yes.
Two of the mugs are cheap. Are half of the mugs cheap? Maybe.
Sidney ate at least two of the sandwiches. Did Sidney eat at least two of the sandwiches?", Yes.,1
3,two-three,"None of the strawberries are cold. Are some of the strawberries cold? No.
Adam sold two of the cupcakes. Did Adam sell two of the cupcakes? Yes.
Jo purchased two of the chocolates. Did Jo purchase half of the chocolates? Maybe.
The actor noticed two of the mugs. Did the actor notice three of the mugs?", No.,1
3,three-two,"None of the strawberries are cold. Are some of the strawberries cold? No.
Adam sold two of the cupcakes. Did Adam sell two of the cupcakes? Yes.
Jo purchased two of the chocolates. Did Jo purchase half of the chocolates? Maybe.
Robin ordered three of the candles. Did Robin order two of the candles?", No.,0
3,three-at least two,"None of the strawberries are cold. Are some of the strawberries cold? No.
Adam sold two of the cupcakes. Did Adam sell two of the cupcakes? Yes.
Jo purchased two of the chocolates. Did Jo purchase half of the chocolates? Maybe.
Three of the mugs are impressive. Are at least two of the mugs impressive?", Yes.,1
3,at least two-three,"None of the strawberries are cold. Are some of the strawberries cold? No.
Adam sold two of the cupcakes. Did Adam sell two of the cupcakes? Yes.
Jo purchased two of the chocolates. Did Jo purchase half of the chocolates? Maybe.
Robin purchased at least two of the snacks. Did Robin purchase three of the snacks?", No.,0
3,three-three,"None of the strawberries are cold. Are some of the strawberries cold? No.
Adam sold two of the cupcakes. Did Adam sell two of the cupcakes? Yes.
Jo purchased two of the chocolates. Did Jo purchase half of the chocolates? Maybe.
The singer noticed three of the mugs. Did the singer notice three of the mugs?", No.,0
3,at least two-at least two,"None of the strawberries are cold. Are some of the strawberries cold? No.
Adam sold two of the cupcakes. Did Adam sell two of the cupcakes? Yes.
Jo purchased two of the chocolates. Did Jo purchase half of the chocolates? Maybe.
Mark ate at least two of the oranges. Did Mark eat at least two of the oranges?", Yes.,1
3,two-three,"Robin had several of the umbrellas. Did Robin have none of the umbrellas? No.
The teacher had two of the snacks. Did the teacher have some of the snacks? Yes.
The teacher purchased half of the candles. Did the teacher purchase three of the candles? Maybe.
The woman had two of the cupcakes. Did the woman have three of the cupcakes?", No.,1
3,three-two,"Robin had several of the umbrellas. Did Robin have none of the umbrellas? No.
The teacher had two of the snacks. Did the teacher have some of the snacks? Yes.
The teacher purchased half of the candles. Did the teacher purchase three of the candles? Maybe.
Three of the cherries are mouldy. Are two of the cherries mouldy?", No.,0
3,three-at least two,"Robin had several of the umbrellas. Did Robin have none of the umbrellas? No.
The teacher had two of the snacks. Did the teacher have some of the snacks? Yes.
The teacher purchased half of the candles. Did the teacher purchase three of the candles? Maybe.
Three of the cats are colourful. Are at least two of the cats colourful?", Yes.,1
3,at least two-three,"Robin had several of the umbrellas. Did Robin have none of the umbrellas? No.
The teacher had two of the snacks. Did the teacher have some of the snacks? Yes.
The teacher purchased half of the candles. Did the teacher purchase three of the candles? Maybe.
Sophie had at least two of the hats. Did Sophie have three of the hats?", No.,0
3,three-three,"Robin had several of the umbrellas. Did Robin have none of the umbrellas? No.
The teacher had two of the snacks. Did the teacher have some of the snacks? Yes.
The teacher purchased half of the candles. Did the teacher purchase three of the candles? Maybe.
Three of the toys are pretty. Are three of the toys pretty?", Yes.,1
3,at least two-at least two,"Robin had several of the umbrellas. Did Robin have none of the umbrellas? No.
The teacher had two of the snacks. Did the teacher have some of the snacks? Yes.
The teacher purchased half of the candles. Did the teacher purchase three of the candles? Maybe.
Michael sold at least two of the backpacks. Did Michael sell at least two of the backpacks?", Yes.,1
3,two-three,"The actress ate none of the peanuts. Did the actress eat several of the peanuts? No.
Sally got most of the bagels. Did Sally get three of the bagels? Maybe.
Three of the tickets are red. Are more than two of the tickets red? Yes.
Two of the strawberries are cold. Are three of the strawberries cold?", No.,1
3,three-two,"The actress ate none of the peanuts. Did the actress eat several of the peanuts? No.
Sally got most of the bagels. Did Sally get three of the bagels? Maybe.
Three of the tickets are red. Are more than two of the tickets red? Yes.
The actress wanted three of the oranges. Did the actress want two of the oranges?", No.,0
3,three-at least two,"The actress ate none of the peanuts. Did the actress eat several of the peanuts? No.
Sally got most of the bagels. Did Sally get three of the bagels? Maybe.
Three of the tickets are red. Are more than two of the tickets red? Yes.
Three of the cherries are cheap. Are at least two of the cherries cheap?", Yes.,1
3,at least two-three,"The actress ate none of the peanuts. Did the actress eat several of the peanuts? No.
Sally got most of the bagels. Did Sally get three of the bagels? Maybe.
Three of the tickets are red. Are more than two of the tickets red? Yes.
The actress saw at least two of the shoes. Did the actress see three of the shoes?", Maybe.,1
3,three-three,"The actress ate none of the peanuts. Did the actress eat several of the peanuts? No.
Sally got most of the bagels. Did Sally get three of the bagels? Maybe.
Three of the tickets are red. Are more than two of the tickets red? Yes.
Lucy wanted three of the shoes. Did Lucy want three of the shoes?", Yes.,1
3,at least two-at least two,"The actress ate none of the peanuts. Did the actress eat several of the peanuts? No.
Sally got most of the bagels. Did Sally get three of the bagels? Maybe.
Three of the tickets are red. Are more than two of the tickets red? Yes.
Mark ate at least two of the pastries. Did Mark eat at least two of the pastries?", Maybe.,0
3,two-three,"Sidney had half of the cupcakes. Did Sidney have three of the cupcakes? Maybe.
Sally noticed several of the bottles. Did Sally notice none of the bottles? No.
Sally liked some of the pastries. Did Sally like two of the pastries? Yes.
Jo sold two of the hats. Did Jo sell three of the hats?", No.,1
3,three-two,"Sidney had half of the cupcakes. Did Sidney have three of the cupcakes? Maybe.
Sally noticed several of the bottles. Did Sally notice none of the bottles? No.
Sally liked some of the pastries. Did Sally like two of the pastries? Yes.
Three of the pretzels are cold. Are two of the pretzels cold?", No.,0
3,three-at least two,"Sidney had half of the cupcakes. Did Sidney have three of the cupcakes? Maybe.
Sally noticed several of the bottles. Did Sally notice none of the bottles? No.
Sally liked some of the pastries. Did Sally like two of the pastries? Yes.
Three of the pretzels are cheap. Are at least two of the pretzels cheap?", Yes.,1
3,at least two-three,"Sidney had half of the cupcakes. Did Sidney have three of the cupcakes? Maybe.
Sally noticed several of the bottles. Did Sally notice none of the bottles? No.
Sally liked some of the pastries. Did Sally like two of the pastries? Yes.
The actor bought at least two of the strawberries. Did the actor buy three of the strawberries?", No.,0
3,three-three,"Sidney had half of the cupcakes. Did Sidney have three of the cupcakes? Maybe.
Sally noticed several of the bottles. Did Sally notice none of the bottles? No.
Sally liked some of the pastries. Did Sally like two of the pastries? Yes.
Three of the sweaters are sold out. Are three of the sweaters sold out?", Yes.,1
3,at least two-at least two,"Sidney had half of the cupcakes. Did Sidney have three of the cupcakes? Maybe.
Sally noticed several of the bottles. Did Sally notice none of the bottles? No.
Sally liked some of the pastries. Did Sally like two of the pastries? Yes.
Sam sold at least two of the burgers. Did Sam sell at least two of the burgers?", Yes.,1
3,two-three,"Most of the shoes are blue. Are three of the shoes blue? Maybe.
Jim liked three of the candles. Did Jim like more than two of the candles? Yes.
Jo owned all of the chocolates. Did Jo own none of the chocolates? No.
Adam liked two of the tickets. Did Adam like three of the tickets?", No.,1
3,three-two,"Most of the shoes are blue. Are three of the shoes blue? Maybe.
Jim liked three of the candles. Did Jim like more than two of the candles? Yes.
Jo owned all of the chocolates. Did Jo own none of the chocolates? No.
Adam sold three of the pancakes. Did Adam sell two of the pancakes?", No.,0
3,three-at least two,"Most of the shoes are blue. Are three of the shoes blue? Maybe.
Jim liked three of the candles. Did Jim like more than two of the candles? Yes.
Jo owned all of the chocolates. Did Jo own none of the chocolates? No.
Three of the pancakes are mouldy. Are at least two of the pancakes mouldy?", Yes.,1
3,at least two-three,"Most of the shoes are blue. Are three of the shoes blue? Maybe.
Jim liked three of the candles. Did Jim like more than two of the candles? Yes.
Jo owned all of the chocolates. Did Jo own none of the chocolates? No.
The woman noticed at least two of the dogs. Did the woman notice three of the dogs?", Maybe.,1
3,three-three,"Most of the shoes are blue. Are three of the shoes blue? Maybe.
Jim liked three of the candles. Did Jim like more than two of the candles? Yes.
Jo owned all of the chocolates. Did Jo own none of the chocolates? No.
Mary liked three of the sweaters. Did Mary like three of the sweaters?", Yes.,1
3,at least two-at least two,"Most of the shoes are blue. Are three of the shoes blue? Maybe.
Jim liked three of the candles. Did Jim like more than two of the candles? Yes.
Jo owned all of the chocolates. Did Jo own none of the chocolates? No.
At least two of the pancakes are impressive. Are at least two of the pancakes impressive?", Yes.,1
3,two-three,"John ate some of the strawberries. Did John eat two of the strawberries? Yes.
Most of the bottles are yellow. Are three of the bottles yellow? Maybe.
Jim saw exactly two of the shirts. Did Jim see none of the shirts? No.
Two of the cakes are on sale. Are three of the cakes on sale?", No.,1
3,three-two,"John ate some of the strawberries. Did John eat two of the strawberries? Yes.
Most of the bottles are yellow. Are three of the bottles yellow? Maybe.
Jim saw exactly two of the shirts. Did Jim see none of the shirts? No.
Bill ordered three of the bagels. Did Bill order two of the bagels?", Yes.,1
3,three-at least two,"John ate some of the strawberries. Did John eat two of the strawberries? Yes.
Most of the bottles are yellow. Are three of the bottles yellow? Maybe.
Jim saw exactly two of the shirts. Did Jim see none of the shirts? No.
John purchased three of the rings. Did John purchase at least two of the rings?", Yes.,1
3,at least two-three,"John ate some of the strawberries. Did John eat two of the strawberries? Yes.
Most of the bottles are yellow. Are three of the bottles yellow? Maybe.
Jim saw exactly two of the shirts. Did Jim see none of the shirts? No.
The man noticed at least two of the dogs. Did the man notice three of the dogs?", Maybe.,1
3,three-three,"John ate some of the strawberries. Did John eat two of the strawberries? Yes.
Most of the bottles are yellow. Are three of the bottles yellow? Maybe.
Jim saw exactly two of the shirts. Did Jim see none of the shirts? No.
The woman ate three of the pretzels. Did the woman eat three of the pretzels?", Yes.,1
3,at least two-at least two,"John ate some of the strawberries. Did John eat two of the strawberries? Yes.
Most of the bottles are yellow. Are three of the bottles yellow? Maybe.
Jim saw exactly two of the shirts. Did Jim see none of the shirts? No.
Robin noticed at least two of the pretzels. Did Robin notice at least two of the pretzels?", Yes.,1
4,two-three,"Several of the bottles are red. Are none of the bottles red? No.
Sam purchased half of the apples. Did Sam purchase three of the apples? Maybe.
Sophie ate three of the pretzels. Did Sophie eat more than two of the pretzels? Yes.
Mark saw half of the pastries. Did Mark see three of the pastries? Maybe.
The woman purchased two of the strawberries. Did the woman purchase three of the strawberries?", No.,1
4,three-two,"Several of the bottles are red. Are none of the bottles red? No.
Sam purchased half of the apples. Did Sam purchase three of the apples? Maybe.
Sophie ate three of the pretzels. Did Sophie eat more than two of the pretzels? Yes.
Mark saw half of the pastries. Did Mark see three of the pastries? Maybe.
Ann owned three of the candles. Did Ann own two of the candles?", Maybe.,0
4,three-at least two,"Several of the bottles are red. Are none of the bottles red? No.
Sam purchased half of the apples. Did Sam purchase three of the apples? Maybe.
Sophie ate three of the pretzels. Did Sophie eat more than two of the pretzels? Yes.
Mark saw half of the pastries. Did Mark see three of the pastries? Maybe.
Three of the umbrellas are orange. Are at least two of the umbrellas orange?", Yes.,1
4,at least two-three,"Several of the bottles are red. Are none of the bottles red? No.
Sam purchased half of the apples. Did Sam purchase three of the apples? Maybe.
Sophie ate three of the pretzels. Did Sophie eat more than two of the pretzels? Yes.
Mark saw half of the pastries. Did Mark see three of the pastries? Maybe.
At least two of the cars are orange. Are three of the cars orange?", No.,0
4,three-three,"Several of the bottles are red. Are none of the bottles red? No.
Sam purchased half of the apples. Did Sam purchase three of the apples? Maybe.
Sophie ate three of the pretzels. Did Sophie eat more than two of the pretzels? Yes.
Mark saw half of the pastries. Did Mark see three of the pastries? Maybe.
The teacher saw three of the pancakes. Did the teacher see three of the pancakes?", Yes.,1
4,at least two-at least two,"Several of the bottles are red. Are none of the bottles red? No.
Sam purchased half of the apples. Did Sam purchase three of the apples? Maybe.
Sophie ate three of the pretzels. Did Sophie eat more than two of the pretzels? Yes.
Mark saw half of the pastries. Did Mark see three of the pastries? Maybe.
The actress ate at least two of the pancakes. Did the actress eat at least two of the pancakes?", Yes.,1
4,two-three,"Half of the bottles are blue. Are half of the bottles blue? Yes.
Lucy bought two of the burgers. Did Lucy buy half of the burgers? Maybe.
Sally owned several of the shirts. Did Sally own none of the shirts? No.
The actress purchased half of the pastries. Did the actress purchase three of the pastries? Maybe.
The teacher wanted two of the pretzels. Did the teacher want three of the pretzels?", No.,1
4,three-two,"Half of the bottles are blue. Are half of the bottles blue? Yes.
Lucy bought two of the burgers. Did Lucy buy half of the burgers? Maybe.
Sally owned several of the shirts. Did Sally own none of the shirts? No.
The actress purchased half of the pastries. Did the actress purchase three of the pastries? Maybe.
The man wanted three of the keyrings. Did the man want two of the keyrings?", No.,0
4,three-at least two,"Half of the bottles are blue. Are half of the bottles blue? Yes.
Lucy bought two of the burgers. Did Lucy buy half of the burgers? Maybe.
Sally owned several of the shirts. Did Sally own none of the shirts? No.
The actress purchased half of the pastries. Did the actress purchase three of the pastries? Maybe.
The actor noticed three of the oranges. Did the actor notice at least two of the oranges?", Yes.,1
4,at least two-three,"Half of the bottles are blue. Are half of the bottles blue? Yes.
Lucy bought two of the burgers. Did Lucy buy half of the burgers? Maybe.
Sally owned several of the shirts. Did Sally own none of the shirts? No.
The actress purchased half of the pastries. Did the actress purchase three of the pastries? Maybe.
The singer ordered at least two of the cakes. Did the singer order three of the cakes?", Maybe.,1
4,three-three,"Half of the bottles are blue. Are half of the bottles blue? Yes.
Lucy bought two of the burgers. Did Lucy buy half of the burgers? Maybe.
Sally owned several of the shirts. Did Sally own none of the shirts? No.
The actress purchased half of the pastries. Did the actress purchase three of the pastries? Maybe.
The actor purchased three of the burgers. Did the actor purchase three of the burgers?", Yes.,1
4,at least two-at least two,"Half of the bottles are blue. Are half of the bottles blue? Yes.
Lucy bought two of the burgers. Did Lucy buy half of the burgers? Maybe.
Sally owned several of the shirts. Did Sally own none of the shirts? No.
The actress purchased half of the pastries. Did the actress purchase three of the pastries? Maybe.
Sally owned at least two of the cherries. Did Sally own at least two of the cherries?", Yes.,1
4,two-three,"Jim had most of the umbrellas. Did Jim have three of the umbrellas? Maybe.
Michael owned both of the cakes. Did Michael own all of the cakes? Yes.
Jo liked half of the mugs. Did Jo like three of the mugs? Maybe.
Ann bought exactly two of the bagels. Did Ann buy none of the bagels? No.
Mark purchased two of the snacks. Did Mark purchase three of the snacks?", No.,1
4,three-two,"Jim had most of the umbrellas. Did Jim have three of the umbrellas? Maybe.
Michael owned both of the cakes. Did Michael own all of the cakes? Yes.
Jo liked half of the mugs. Did Jo like three of the mugs? Maybe.
Ann bought exactly two of the bagels. Did Ann buy none of the bagels? No.
Three of the pancakes are colourful. Are two of the pancakes colourful?", Yes.,1
4,three-at least two,"Jim had most of the umbrellas. Did Jim have three of the umbrellas? Maybe.
Michael owned both of the cakes. Did Michael own all of the cakes? Yes.
Jo liked half of the mugs. Did Jo like three of the mugs? Maybe.
Ann bought exactly two of the bagels. Did Ann buy none of the bagels? No.
Three of the bagels are expensive. Are at least two of the bagels expensive?", Yes.,1
4,at least two-three,"Jim had most of the umbrellas. Did Jim have three of the umbrellas? Maybe.
Michael owned both of the cakes. Did Michael own all of the cakes? Yes.
Jo liked half of the mugs. Did Jo like three of the mugs? Maybe.
Ann bought exactly two of the bagels. Did Ann buy none of the bagels? No.
Sally purchased at least two of the churros. Did Sally purchase three of the churros?", Maybe.,1
4,three-three,"Jim had most of the umbrellas. Did Jim have three of the umbrellas? Maybe.
Michael owned both of the cakes. Did Michael own all of the cakes? Yes.
Jo liked half of the mugs. Did Jo like three of the mugs? Maybe.
Ann bought exactly two of the bagels. Did Ann buy none of the bagels? No.
Three of the churros are colourful. Are three of the churros colourful?", Yes.,1
4,at least two-at least two,"Jim had most of the umbrellas. Did Jim have three of the umbrellas? Maybe.
Michael owned both of the cakes. Did Michael own all of the cakes? Yes.
Jo liked half of the mugs. Did Jo like three of the mugs? Maybe.
Ann bought exactly two of the bagels. Did Ann buy none of the bagels? No.
Sally spotted at least two of the backpacks. Did Sally spot at least two of the backpacks?", Yes.,1
4,two-three,"Robin got most of the pastries. Did Robin get three of the pastries? Maybe.
The woman wanted several of the apples. Did the woman want none of the apples? No.
Sidney wanted two of the cherries. Did Sidney want half of the cherries? Maybe.
Mark ate some of the pretzels. Did Mark eat more than one of the pretzels? Yes.
Two of the bagels are delicious. Are three of the bagels delicious?", No.,1
4,three-two,"Robin got most of the pastries. Did Robin get three of the pastries? Maybe.
The woman wanted several of the apples. Did the woman want none of the apples? No.
Sidney wanted two of the cherries. Did Sidney want half of the cherries? Maybe.
Mark ate some of the pretzels. Did Mark eat more than one of the pretzels? Yes.
Sally spotted three of the mugs. Did Sally spot two of the mugs?", Maybe.,0
4,three-at least two,"Robin got most of the pastries. Did Robin get three of the pastries? Maybe.
The woman wanted several of the apples. Did the woman want none of the apples? No.
Sidney wanted two of the cherries. Did Sidney want half of the cherries? Maybe.
Mark ate some of the pretzels. Did Mark eat more than one of the pretzels? Yes.
The actor purchased three of the churros. Did the actor purchase at least two of the churros?", Yes.,1
4,at least two-three,"Robin got most of the pastries. Did Robin get three of the pastries? Maybe.
The woman wanted several of the apples. Did the woman want none of the apples? No.
Sidney wanted two of the cherries. Did Sidney want half of the cherries? Maybe.
Mark ate some of the pretzels. Did Mark eat more than one of the pretzels? Yes.
At least two of the parades are colourful. Are three of the parades colourful?", Maybe.,1
4,three-three,"Robin got most of the pastries. Did Robin get three of the pastries? Maybe.
The woman wanted several of the apples. Did the woman want none of the apples? No.
Sidney wanted two of the cherries. Did Sidney want half of the cherries? Maybe.
Mark ate some of the pretzels. Did Mark eat more than one of the pretzels? Yes.
Ann had three of the rings. Did Ann have three of the rings?", Maybe.,0
4,at least two-at least two,"Robin got most of the pastries. Did Robin get three of the pastries? Maybe.
The woman wanted several of the apples. Did the woman want none of the apples? No.
Sidney wanted two of the cherries. Did Sidney want half of the cherries? Maybe.
Mark ate some of the pretzels. Did Mark eat more than one of the pretzels? Yes.
Sally had at least two of the sweaters. Did Sally have at least two of the sweaters?", Maybe.,0
4,two-three,"The actor owned three of the hats. Did the actor own more than two of the hats? Yes.
Jo wanted most of the pastries. Did Jo want three of the pastries? Maybe.
Exactly two of the bagels are colourful. Are none of the bagels colourful? No.
The actor wanted half of the cupcakes. Did the actor want three of the cupcakes? Maybe.
Sidney owned two of the strawberries. Did Sidney own three of the strawberries?", No.,1
4,three-two,"The actor owned three of the hats. Did the actor own more than two of the hats? Yes.
Jo wanted most of the pastries. Did Jo want three of the pastries? Maybe.
Exactly two of the bagels are colourful. Are none of the bagels colourful? No.
The actor wanted half of the cupcakes. Did the actor want three of the cupcakes? Maybe.
Sam had three of the bottles. Did Sam have two of the bottles?", Yes.,1
4,three-at least two,"The actor owned three of the hats. Did the actor own more than two of the hats? Yes.
Jo wanted most of the pastries. Did Jo want three of the pastries? Maybe.
Exactly two of the bagels are colourful. Are none of the bagels colourful? No.
The actor wanted half of the cupcakes. Did the actor want three of the cupcakes? Maybe.
The woman had three of the shirts. Did the woman have at least two of the shirts?", Yes.,1
4,at least two-three,"The actor owned three of the hats. Did the actor own more than two of the hats? Yes.
Jo wanted most of the pastries. Did Jo want three of the pastries? Maybe.
Exactly two of the bagels are colourful. Are none of the bagels colourful? No.
The actor wanted half of the cupcakes. Did the actor want three of the cupcakes? Maybe.
At least two of the shoes are green. Are three of the shoes green?", Yes.,0
4,three-three,"The actor owned three of the hats. Did the actor own more than two of the hats? Yes.
Jo wanted most of the pastries. Did Jo want three of the pastries? Maybe.
Exactly two of the bagels are colourful. Are none of the bagels colourful? No.
The actor wanted half of the cupcakes. Did the actor want three of the cupcakes? Maybe.
The actor wanted three of the pastries. Did the actor want three of the pastries?", Yes.,1
4,at least two-at least two,"The actor owned three of the hats. Did the actor own more than two of the hats? Yes.
Jo wanted most of the pastries. Did Jo want three of the pastries? Maybe.
Exactly two of the bagels are colourful. Are none of the bagels colourful? No.
The actor wanted half of the cupcakes. Did the actor want three of the cupcakes? Maybe.
Sally ordered at least two of the bottles. Did Sally order at least two of the bottles?", Yes.,1
4,two-three,"Laura had most of the apples. Did Laura have none of the apples? No.
Most of the toys are green. Are three of the toys green? Maybe.
Michael purchased half of the keyrings. Did Michael purchase three of the keyrings? Maybe.
The man had some of the chocolates. Did the man have more than one of the chocolates? Yes.
Bill saw two of the dogs. Did Bill see three of the dogs?", No.,1
4,three-two,"Laura had most of the apples. Did Laura have none of the apples? No.
Most of the toys are green. Are three of the toys green? Maybe.
Michael purchased half of the keyrings. Did Michael purchase three of the keyrings? Maybe.
The man had some of the chocolates. Did the man have more than one of the chocolates? Yes.
The actor saw three of the giraffes. Did the actor see two of the giraffes?", No.,0
4,three-at least two,"Laura had most of the apples. Did Laura have none of the apples? No.
Most of the toys are green. Are three of the toys green? Maybe.
Michael purchased half of the keyrings. Did Michael purchase three of the keyrings? Maybe.
The man had some of the chocolates. Did the man have more than one of the chocolates? Yes.
Sidney spotted three of the churros. Did Sidney spot at least two of the churros?", Yes.,1
4,at least two-three,"Laura had most of the apples. Did Laura have none of the apples? No.
Most of the toys are green. Are three of the toys green? Maybe.
Michael purchased half of the keyrings. Did Michael purchase three of the keyrings? Maybe.
The man had some of the chocolates. Did the man have more than one of the chocolates? Yes.
Sam got at least two of the sweaters. Did Sam get three of the sweaters?", No.,0
4,three-three,"Laura had most of the apples. Did Laura have none of the apples? No.
Most of the toys are green. Are three of the toys green? Maybe.
Michael purchased half of the keyrings. Did Michael purchase three of the keyrings? Maybe.
The man had some of the chocolates. Did the man have more than one of the chocolates? Yes.
John noticed three of the pastries. Did John notice three of the pastries?", Yes.,1
4,at least two-at least two,"Laura had most of the apples. Did Laura have none of the apples? No.
Most of the toys are green. Are three of the toys green? Maybe.
Michael purchased half of the keyrings. Did Michael purchase three of the keyrings? Maybe.
The man had some of the chocolates. Did the man have more than one of the chocolates? Yes.
At least two of the umbrellas are sold out. Are at least two of the umbrellas sold out?", Yes.,1
4,two-three,"Sam sold most of the umbrellas. Did Sam sell three of the umbrellas? Maybe.
Most of the cherries are tasty. Are three of the cherries tasty? Maybe.
The actress got several of the pretzels. Did the actress get none of the pretzels? No.
Bill noticed two of the dogs. Did Bill notice two of the dogs? Yes.
The actress noticed two of the rings. Did the actress notice three of the rings?", No.,1
4,three-two,"Sam sold most of the umbrellas. Did Sam sell three of the umbrellas? Maybe.
Most of the cherries are tasty. Are three of the cherries tasty? Maybe.
The actress got several of the pretzels. Did the actress get none of the pretzels? No.
Bill noticed two of the dogs. Did Bill notice two of the dogs? Yes.
Sophie ate three of the pancakes. Did Sophie eat two of the pancakes?", No.,0
4,three-at least two,"Sam sold most of the umbrellas. Did Sam sell three of the umbrellas? Maybe.
Most of the cherries are tasty. Are three of the cherries tasty? Maybe.
The actress got several of the pretzels. Did the actress get none of the pretzels? No.
Bill noticed two of the dogs. Did Bill notice two of the dogs? Yes.
Three of the candles are impressive. Are at least two of the candles impressive?", Yes.,1
4,at least two-three,"Sam sold most of the umbrellas. Did Sam sell three of the umbrellas? Maybe.
Most of the cherries are tasty. Are three of the cherries tasty? Maybe.
The actress got several of the pretzels. Did the actress get none of the pretzels? No.
Bill noticed two of the dogs. Did Bill notice two of the dogs? Yes.
Sally spotted at least two of the cupcakes. Did Sally spot three of the cupcakes?", Maybe.,1
4,three-three,"Sam sold most of the umbrellas. Did Sam sell three of the umbrellas? Maybe.
Most of the cherries are tasty. Are three of the cherries tasty? Maybe.
The actress got several of the pretzels. Did the actress get none of the pretzels? No.
Bill noticed two of the dogs. Did Bill notice two of the dogs? Yes.
Ann purchased three of the churros. Did Ann purchase three of the churros?", Yes.,1
4,at least two-at least two,"Sam sold most of the umbrellas. Did Sam sell three of the umbrellas? Maybe.
Most of the cherries are tasty. Are three of the cherries tasty? Maybe.
The actress got several of the pretzels. Did the actress get none of the pretzels? No.
Bill noticed two of the dogs. Did Bill notice two of the dogs? Yes.
The actress ordered at least two of the pancakes. Did the actress order at least two of the pancakes?", Yes.,1
4,two-three,"The actor saw half of the adverts. Did the actor see three of the adverts? Maybe.
Bill liked most of the keyrings. Did Bill like three of the keyrings? Maybe.
Laura spotted several of the pancakes. Did Laura spot none of the pancakes? No.
Jim noticed some of the warnings. Did Jim notice more than one of the warnings? Yes.
Jo wanted two of the cakes. Did Jo want three of the cakes?", No.,1
4,three-two,"The actor saw half of the adverts. Did the actor see three of the adverts? Maybe.
Bill liked most of the keyrings. Did Bill like three of the keyrings? Maybe.
Laura spotted several of the pancakes. Did Laura spot none of the pancakes? No.
Jim noticed some of the warnings. Did Jim notice more than one of the warnings? Yes.
Robin liked three of the shirts. Did Robin like two of the shirts?", No.,0
4,three-at least two,"The actor saw half of the adverts. Did the actor see three of the adverts? Maybe.
Bill liked most of the keyrings. Did Bill like three of the keyrings? Maybe.
Laura spotted several of the pancakes. Did Laura spot none of the pancakes? No.
Jim noticed some of the warnings. Did Jim notice more than one of the warnings? Yes.
Three of the umbrellas are orange. Are at least two of the umbrellas orange?", Yes.,1
4,at least two-three,"The actor saw half of the adverts. Did the actor see three of the adverts? Maybe.
Bill liked most of the keyrings. Did Bill like three of the keyrings? Maybe.
Laura spotted several of the pancakes. Did Laura spot none of the pancakes? No.
Jim noticed some of the warnings. Did Jim notice more than one of the warnings? Yes.
At least two of the hats are impressive. Are three of the hats impressive?", Yes.,0
4,three-three,"The actor saw half of the adverts. Did the actor see three of the adverts? Maybe.
Bill liked most of the keyrings. Did Bill like three of the keyrings? Maybe.
Laura spotted several of the pancakes. Did Laura spot none of the pancakes? No.
Jim noticed some of the warnings. Did Jim notice more than one of the warnings? Yes.
Jim bought three of the mugs. Did Jim buy three of the mugs?", Yes.,1
4,at least two-at least two,"The actor saw half of the adverts. Did the actor see three of the adverts? Maybe.
Bill liked most of the keyrings. Did Bill like three of the keyrings? Maybe.
Laura spotted several of the pancakes. Did Laura spot none of the pancakes? No.
Jim noticed some of the warnings. Did Jim notice more than one of the warnings? Yes.
Jim noticed at least two of the umbrellas. Did Jim notice at least two of the umbrellas?", Yes.,1
4,two-three,"Some of the candles are expensive. Are more than one of the candles expensive? Yes.
Jo wanted two of the sandwiches. Did Jo want half of the sandwiches? Maybe.
Exactly two of the bagels are on sale. Are none of the bagels on sale? No.
Sam wanted most of the apples. Did Sam want three of the apples? Maybe.
Two of the churros are delicious. Are three of the churros delicious?", Yes.,0
4,three-two,"Some of the candles are expensive. Are more than one of the candles expensive? Yes.
Jo wanted two of the sandwiches. Did Jo want half of the sandwiches? Maybe.
Exactly two of the bagels are on sale. Are none of the bagels on sale? No.
Sam wanted most of the apples. Did Sam want three of the apples? Maybe.
Mary purchased three of the pretzels. Did Mary purchase two of the pretzels?", No.,0
4,three-at least two,"Some of the candles are expensive. Are more than one of the candles expensive? Yes.
Jo wanted two of the sandwiches. Did Jo want half of the sandwiches? Maybe.
Exactly two of the bagels are on sale. Are none of the bagels on sale? No.
Sam wanted most of the apples. Did Sam want three of the apples? Maybe.
Three of the cars are red. Are at least two of the cars red?", Yes.,1
4,at least two-three,"Some of the candles are expensive. Are more than one of the candles expensive? Yes.
Jo wanted two of the sandwiches. Did Jo want half of the sandwiches? Maybe.
Exactly two of the bagels are on sale. Are none of the bagels on sale? No.
Sam wanted most of the apples. Did Sam want three of the apples? Maybe.
The man ate at least two of the sandwiches. Did the man eat three of the sandwiches?", Maybe.,1
