PrefixLength,Determiners,Prompt,Answer,Correct,YesLogProb,NoLogProb,MaybeLogProb,LogProbDelta
4,some-some,"If John orders all of the mugs, John will get a prize. John ordered two of the mugs. Does John get a prize? Maybe.
If the man spots all of the cars, the man will get a prize. The man spotted none of the cars. Does the man get a prize? No.
If Jo eats more than one of the pancakes, Jo will get a prize. Jo ate some of the pancakes. Does Jo get a prize? Yes.
If Sidney spots three of the scarves, Sidney will get a prize. Sidney spotted most of the scarves. Does Sidney get a prize? Maybe.
If Adam notices some of the cats, Adam will get a prize. Adam noticed some of the cats. Does Adam get a prize?", Yes.,1,-0.96865314,-1.517527,-1.00812,-0.54887386
4,some-all,"If Robin wants none of the apples, Robin will get a prize. Robin wanted several of the apples. Does Robin get a prize? No.
If Mary gets half of the umbrellas, Mary will get a prize. Mary got two of the umbrellas. Does Mary get a prize? Maybe.
If Bill gets all of the bottles, Bill will get a prize. Bill got two of the bottles. Does Bill get a prize? Maybe.
If Robin owns some of the oranges, Robin will get a prize. Robin owned half of the oranges. Does Robin get a prize? Yes.
If the singer likes all of the churros, the singer will get a prize. The singer liked some of the churros. Does the singer get a prize?", Yes.,0,-1.0218306,-1.2260923,-1.1304578,0.2042617
4,all-some,"If Robin wants none of the apples, Robin will get a prize. Robin wanted several of the apples. Does Robin get a prize? No.
If Mary gets half of the umbrellas, Mary will get a prize. Mary got two of the umbrellas. Does Mary get a prize? Maybe.
If Bill gets all of the bottles, Bill will get a prize. Bill got two of the bottles. Does Bill get a prize? Maybe.
If Robin owns some of the oranges, Robin will get a prize. Robin owned half of the oranges. Does Robin get a prize? Yes.
If some of the mugs are green, you will get a prize. All of the mugs are green. Do you get a prize?", Yes.,1,-0.42167935,-1.5969532,-2.2706897,-1.17527385
4,all-all,"If Robin wants none of the apples, Robin will get a prize. Robin wanted several of the apples. Does Robin get a prize? No.
If Mary gets half of the umbrellas, Mary will get a prize. Mary got two of the umbrellas. Does Mary get a prize? Maybe.
If Bill gets all of the bottles, Bill will get a prize. Bill got two of the bottles. Does Bill get a prize? Maybe.
If Robin owns some of the oranges, Robin will get a prize. Robin owned half of the oranges. Does Robin get a prize? Yes.
If Lucy owns all of the strawberries, Lucy will get a prize. Lucy owned all of the strawberries. Does Lucy get a prize?", Yes.,1,-0.08200013,-3.1355088,-3.8252668,-3.0535086700000003
4,some-some,"If Robin wants none of the apples, Robin will get a prize. Robin wanted several of the apples. Does Robin get a prize? No.
If Mary gets half of the umbrellas, Mary will get a prize. Mary got two of the umbrellas. Does Mary get a prize? Maybe.
If Bill gets all of the bottles, Bill will get a prize. Bill got two of the bottles. Does Bill get a prize? Maybe.
If Robin owns some of the oranges, Robin will get a prize. Robin owned half of the oranges. Does Robin get a prize? Yes.
If Lucy purchases some of the toys, Lucy will get a prize. Lucy purchased some of the toys. Does Lucy get a prize?", Yes.,1,-0.32963198,-2.0573769,-1.9948198,-1.72774492
4,some-all,"If Sidney has three of the sweaters, Sidney will get a prize. Sidney had half of the sweaters. Does Sidney get a prize? Maybe.
If Jo wants two of the sweaters, Jo will get a prize. Jo wanted both of the sweaters. Does Jo get a prize? Yes.
If three of the umbrellas are affordable, you will get a prize. Most of the umbrellas are affordable. Do you get a prize? Maybe.
If Mark eats all of the pretzels, Mark will get a prize. Mark ate none of the pretzels. Does Mark get a prize? No.
If Sophie orders all of the bottles, Sophie will get a prize. Sophie ordered some of the bottles. Does Sophie get a prize?", Maybe.,0,-1.4944091,-1.3003325,-0.77377075,-0.19407660000000004
4,all-some,"If Sidney has three of the sweaters, Sidney will get a prize. Sidney had half of the sweaters. Does Sidney get a prize? Maybe.
If Jo wants two of the sweaters, Jo will get a prize. Jo wanted both of the sweaters. Does Jo get a prize? Yes.
If three of the umbrellas are affordable, you will get a prize. Most of the umbrellas are affordable. Do you get a prize? Maybe.
If Mark eats all of the pretzels, Mark will get a prize. Mark ate none of the pretzels. Does Mark get a prize? No.
If the actress has some of the strawberries, the actress will get a prize. The actress had all of the strawberries. Does the actress get a prize?", Yes.,1,-0.32367063,-1.7926495,-2.4189808,-1.46897887
4,all-all,"If Sidney has three of the sweaters, Sidney will get a prize. Sidney had half of the sweaters. Does Sidney get a prize? Maybe.
If Jo wants two of the sweaters, Jo will get a prize. Jo wanted both of the sweaters. Does Jo get a prize? Yes.
If three of the umbrellas are affordable, you will get a prize. Most of the umbrellas are affordable. Do you get a prize? Maybe.
If Mark eats all of the pretzels, Mark will get a prize. Mark ate none of the pretzels. Does Mark get a prize? No.
If Laura owns all of the pastries, Laura will get a prize. Laura owned all of the pastries. Does Laura get a prize?", Yes.,1,-0.4243671,-1.5333377,-2.2871068,-1.1089706
4,some-some,"If Sidney has three of the sweaters, Sidney will get a prize. Sidney had half of the sweaters. Does Sidney get a prize? Maybe.
If Jo wants two of the sweaters, Jo will get a prize. Jo wanted both of the sweaters. Does Jo get a prize? Yes.
If three of the umbrellas are affordable, you will get a prize. Most of the umbrellas are affordable. Do you get a prize? Maybe.
If Mark eats all of the pretzels, Mark will get a prize. Mark ate none of the pretzels. Does Mark get a prize? No.
If Sidney purchases some of the apples, Sidney will get a prize. Sidney purchased some of the apples. Does Sidney get a prize?", Yes.,1,-0.79280275,-1.7265949,-1.0992374,-0.93379215
4,some-all,"If half of the sandwiches are expensive, you will get a prize. Two of the sandwiches are expensive. Do you get a prize? Maybe.
If Jim owns three of the bottles, Jim will get a prize. Jim owned half of the bottles. Does Jim get a prize? Maybe.
If Mary gets more than one of the hats, Mary will get a prize. Mary got two of the hats. Does Mary get a prize? Yes.
If Ann eats none of the apples, Ann will get a prize. Ann ate exactly two of the apples. Does Ann get a prize? No.
If all of the bottles are sold out, you will get a prize. Some of the bottles are sold out. Do you get a prize?", Maybe.,0,-1.8762904,-1.2144443,-0.70973694,-0.6618461
4,all-some,"If half of the sandwiches are expensive, you will get a prize. Two of the sandwiches are expensive. Do you get a prize? Maybe.
If Jim owns three of the bottles, Jim will get a prize. Jim owned half of the bottles. Does Jim get a prize? Maybe.
If Mary gets more than one of the hats, Mary will get a prize. Mary got two of the hats. Does Mary get a prize? Yes.
If Ann eats none of the apples, Ann will get a prize. Ann ate exactly two of the apples. Does Ann get a prize? No.
If Ann likes some of the sandwiches, Ann will get a prize. Ann liked all of the sandwiches. Does Ann get a prize?", Yes.,1,-0.80090326,-0.86826694,-2.2922554,-0.06736368000000004
4,all-all,"If half of the sandwiches are expensive, you will get a prize. Two of the sandwiches are expensive. Do you get a prize? Maybe.
If Jim owns three of the bottles, Jim will get a prize. Jim owned half of the bottles. Does Jim get a prize? Maybe.
If Mary gets more than one of the hats, Mary will get a prize. Mary got two of the hats. Does Mary get a prize? Yes.
If Ann eats none of the apples, Ann will get a prize. Ann ate exactly two of the apples. Does Ann get a prize? No.
If Sally sells all of the candles, Sally will get a prize. Sally sold all of the candles. Does Sally get a prize?", Yes.,1,-0.37186146,-1.8311127,-2.1360748,-1.45925124
4,some-some,"If half of the sandwiches are expensive, you will get a prize. Two of the sandwiches are expensive. Do you get a prize? Maybe.
If Jim owns three of the bottles, Jim will get a prize. Jim owned half of the bottles. Does Jim get a prize? Maybe.
If Mary gets more than one of the hats, Mary will get a prize. Mary got two of the hats. Does Mary get a prize? Yes.
If Ann eats none of the apples, Ann will get a prize. Ann ate exactly two of the apples. Does Ann get a prize? No.
If the teacher wants some of the backpacks, the teacher will get a prize. The teacher wanted some of the backpacks. Does the teacher get a prize?", No.,0,-1.3591744,-1.0455147,-1.0866677,0.3136596999999999
4,some-all,"If Sophie wants all of the cupcakes, Sophie will get a prize. Sophie wanted both of the cupcakes. Does Sophie get a prize? Yes.
If the woman likes none of the backpacks, the woman will get a prize. The woman liked all of the backpacks. Does the woman get a prize? No.
If three of the burgers are delicious, you will get a prize. Half of the burgers are delicious. Do you get a prize? Maybe.
If Mark spots three of the churros, Mark will get a prize. Mark spotted half of the churros. Does Mark get a prize? Maybe.
If Mary wants all of the chocolates, Mary will get a prize. Mary wanted some of the chocolates. Does Mary get a prize?", Maybe.,0,-1.5178875,-1.4796947,-0.6477435,-0.03819280000000003
4,all-some,"If Sophie wants all of the cupcakes, Sophie will get a prize. Sophie wanted both of the cupcakes. Does Sophie get a prize? Yes.
If the woman likes none of the backpacks, the woman will get a prize. The woman liked all of the backpacks. Does the woman get a prize? No.
If three of the burgers are delicious, you will get a prize. Half of the burgers are delicious. Do you get a prize? Maybe.
If Mark spots three of the churros, Mark will get a prize. Mark spotted half of the churros. Does Mark get a prize? Maybe.
If some of the cherries are tasty, you will get a prize. All of the cherries are tasty. Do you get a prize?", Yes.,1,-0.91605544,-1.3653886,-1.1943568,-0.4493331599999999
4,all-all,"If Sophie wants all of the cupcakes, Sophie will get a prize. Sophie wanted both of the cupcakes. Does Sophie get a prize? Yes.
If the woman likes none of the backpacks, the woman will get a prize. The woman liked all of the backpacks. Does the woman get a prize? No.
If three of the burgers are delicious, you will get a prize. Half of the burgers are delicious. Do you get a prize? Maybe.
If Mark spots three of the churros, Mark will get a prize. Mark spotted half of the churros. Does Mark get a prize? Maybe.
If Sam orders all of the rings, Sam will get a prize. Sam ordered all of the rings. Does Sam get a prize?", Yes.,1,-0.6575703,-1.5794873,-1.423138,-0.921917
4,some-some,"If Sophie wants all of the cupcakes, Sophie will get a prize. Sophie wanted both of the cupcakes. Does Sophie get a prize? Yes.
If the woman likes none of the backpacks, the woman will get a prize. The woman liked all of the backpacks. Does the woman get a prize? No.
If three of the burgers are delicious, you will get a prize. Half of the burgers are delicious. Do you get a prize? Maybe.
If Mark spots three of the churros, Mark will get a prize. Mark spotted half of the churros. Does Mark get a prize? Maybe.
If some of the peanuts are delicious, you will get a prize. Some of the peanuts are delicious. Do you get a prize?", Maybe.,0,-1.7060839,-2.574252,-0.36255148,-0.8681680999999999
4,some-all,"If Ann sells three of the tickets, Ann will get a prize. Ann sold most of the tickets. Does Ann get a prize? Maybe.
If Sidney sees none of the apples, Sidney will get a prize. Sidney saw all of the apples. Does Sidney get a prize? No.
If Ann has all of the snacks, Ann will get a prize. Ann had two of the snacks. Does Ann get a prize? Maybe.
If Mark sees two of the bagels, Mark will get a prize. Mark saw two of the bagels. Does Mark get a prize? Yes.
If Laura purchases all of the bottles, Laura will get a prize. Laura purchased some of the bottles. Does Laura get a prize?", Maybe.,0,-1.9682508,-1.1703609,-0.6552852,-0.7978899000000002
4,all-some,"If Ann sells three of the tickets, Ann will get a prize. Ann sold most of the tickets. Does Ann get a prize? Maybe.
If Sidney sees none of the apples, Sidney will get a prize. Sidney saw all of the apples. Does Sidney get a prize? No.
If Ann has all of the snacks, Ann will get a prize. Ann had two of the snacks. Does Ann get a prize? Maybe.
If Mark sees two of the bagels, Mark will get a prize. Mark saw two of the bagels. Does Mark get a prize? Yes.
If Sidney notices some of the performers, Sidney will get a prize. Sidney noticed all of the performers. Does Sidney get a prize?", Yes.,1,-0.6344876,-1.0180899,-2.3813787,-0.38360230000000006
4,all-all,"If Ann sells three of the tickets, Ann will get a prize. Ann sold most of the tickets. Does Ann get a prize? Maybe.
If Sidney sees none of the apples, Sidney will get a prize. Sidney saw all of the apples. Does Sidney get a prize? No.
If Ann has all of the snacks, Ann will get a prize. Ann had two of the snacks. Does Ann get a prize? Maybe.
If Mark sees two of the bagels, Mark will get a prize. Mark saw two of the bagels. Does Mark get a prize? Yes.
If Adam purchases all of the keyrings, Adam will get a prize. Adam purchased all of the keyrings. Does Adam get a prize?", Yes.,1,-0.23310582,-1.9378635,-3.055543,-1.70475768
4,some-some,"If Ann sells three of the tickets, Ann will get a prize. Ann sold most of the tickets. Does Ann get a prize? Maybe.
If Sidney sees none of the apples, Sidney will get a prize. Sidney saw all of the apples. Does Sidney get a prize? No.
If Ann has all of the snacks, Ann will get a prize. Ann had two of the snacks. Does Ann get a prize? Maybe.
If Mark sees two of the bagels, Mark will get a prize. Mark saw two of the bagels. Does Mark get a prize? Yes.
If the actress has some of the cupcakes, the actress will get a prize. The actress had some of the cupcakes. Does the actress get a prize?", Yes.,1,-0.7267115,-1.3455125,-1.4468577,-0.6188009999999999
4,some-all,"If Lucy has both of the toys, Lucy will get a prize. Lucy had both of the toys. Does Lucy get a prize? Yes.
If Sophie gets all of the sandwiches, Sophie will get a prize. Sophie got two of the sandwiches. Does Sophie get a prize? Maybe.
If Jo likes three of the peanuts, Jo will get a prize. Jo liked most of the peanuts. Does Jo get a prize? Maybe.
If the teacher sells none of the mugs, the teacher will get a prize. The teacher sold exactly two of the mugs. Does the teacher get a prize? No.
If Jim orders all of the pastries, Jim will get a prize. Jim ordered some of the pastries. Does Jim get a prize?", Maybe.,0,-2.4266555,-0.97700197,-0.6788261,-1.44965353
4,all-some,"If Lucy has both of the toys, Lucy will get a prize. Lucy had both of the toys. Does Lucy get a prize? Yes.
If Sophie gets all of the sandwiches, Sophie will get a prize. Sophie got two of the sandwiches. Does Sophie get a prize? Maybe.
If Jo likes three of the peanuts, Jo will get a prize. Jo liked most of the peanuts. Does Jo get a prize? Maybe.
If the teacher sells none of the mugs, the teacher will get a prize. The teacher sold exactly two of the mugs. Does the teacher get a prize? No.
If Sidney notices some of the cupcakes, Sidney will get a prize. Sidney noticed all of the cupcakes. Does Sidney get a prize?", Yes.,1,-0.6876004,-1.1017888,-1.9496166,-0.4141884
4,all-all,"If Lucy has both of the toys, Lucy will get a prize. Lucy had both of the toys. Does Lucy get a prize? Yes.
If Sophie gets all of the sandwiches, Sophie will get a prize. Sophie got two of the sandwiches. Does Sophie get a prize? Maybe.
If Jo likes three of the peanuts, Jo will get a prize. Jo liked most of the peanuts. Does Jo get a prize? Maybe.
If the teacher sells none of the mugs, the teacher will get a prize. The teacher sold exactly two of the mugs. Does the teacher get a prize? No.
If Sally owns all of the cakes, Sally will get a prize. Sally owned all of the cakes. Does Sally get a prize?", Yes.,1,-0.4108435,-1.4170079,-2.6597333,-1.0061644
4,some-some,"If Lucy has both of the toys, Lucy will get a prize. Lucy had both of the toys. Does Lucy get a prize? Yes.
If Sophie gets all of the sandwiches, Sophie will get a prize. Sophie got two of the sandwiches. Does Sophie get a prize? Maybe.
If Jo likes three of the peanuts, Jo will get a prize. Jo liked most of the peanuts. Does Jo get a prize? Maybe.
If the teacher sells none of the mugs, the teacher will get a prize. The teacher sold exactly two of the mugs. Does the teacher get a prize? No.
If some of the bottles are blue, you will get a prize. Some of the bottles are blue. Do you get a prize?", Maybe.,0,-1.0624787,-1.7390877,-0.8440604,-0.676609
4,some-all,"If the teacher spots none of the scarves, the teacher will get a prize. The teacher spotted several of the scarves. Does the teacher get a prize? No.
If Sally buys three of the hats, Sally will get a prize. Sally bought most of the hats. Does Sally get a prize? Maybe.
If Sophie orders some of the snacks, Sophie will get a prize. Sophie ordered half of the snacks. Does Sophie get a prize? Yes.
If Robin purchases three of the cakes, Robin will get a prize. Robin purchased half of the cakes. Does Robin get a prize? Maybe.
If Michael orders all of the peanuts, Michael will get a prize. Michael ordered some of the peanuts. Does Michael get a prize?", No.,1,-1.2100868,-0.75481796,-1.5909309,-0.45526884
4,all-some,"If the teacher spots none of the scarves, the teacher will get a prize. The teacher spotted several of the scarves. Does the teacher get a prize? No.
If Sally buys three of the hats, Sally will get a prize. Sally bought most of the hats. Does Sally get a prize? Maybe.
If Sophie orders some of the snacks, Sophie will get a prize. Sophie ordered half of the snacks. Does Sophie get a prize? Yes.
If Robin purchases three of the cakes, Robin will get a prize. Robin purchased half of the cakes. Does Robin get a prize? Maybe.
If some of the umbrellas are colourful, you will get a prize. All of the umbrellas are colourful. Do you get a prize?", Yes.,1,-0.36105502,-1.8016332,-2.413465,-1.44057818
4,all-all,"If the teacher spots none of the scarves, the teacher will get a prize. The teacher spotted several of the scarves. Does the teacher get a prize? No.
If Sally buys three of the hats, Sally will get a prize. Sally bought most of the hats. Does Sally get a prize? Maybe.
If Sophie orders some of the snacks, Sophie will get a prize. Sophie ordered half of the snacks. Does Sophie get a prize? Yes.
If Robin purchases three of the cakes, Robin will get a prize. Robin purchased half of the cakes. Does Robin get a prize? Maybe.
If Sidney sees all of the sights, Sidney will get a prize. Sidney saw all of the sights. Does Sidney get a prize?", Yes.,1,-0.39012858,-1.5123134,-2.6767495,-1.12218482
4,some-some,"If the teacher spots none of the scarves, the teacher will get a prize. The teacher spotted several of the scarves. Does the teacher get a prize? No.
If Sally buys three of the hats, Sally will get a prize. Sally bought most of the hats. Does Sally get a prize? Maybe.
If Sophie orders some of the snacks, Sophie will get a prize. Sophie ordered half of the snacks. Does Sophie get a prize? Yes.
If Robin purchases three of the cakes, Robin will get a prize. Robin purchased half of the cakes. Does Robin get a prize? Maybe.
If some of the toys are red, you will get a prize. Some of the toys are red. Do you get a prize?", Yes.,1,-0.6734751,-1.6433465,-1.3877695,-0.9698714
4,some-all,"If Sam has none of the cars, Sam will get a prize. Sam had all of the cars. Does Sam get a prize? No.
If Jim orders three of the burgers, Jim will get a prize. Jim ordered most of the burgers. Does Jim get a prize? Maybe.
If Sally wants more than one of the shirts, Sally will get a prize. Sally wanted two of the shirts. Does Sally get a prize? Yes.
If the singer owns all of the umbrellas, the singer will get a prize. The singer owned two of the umbrellas. Does the singer get a prize? Maybe.
If the actress notices all of the pastries, the actress will get a prize. The actress noticed some of the pastries. Does the actress get a prize?", Yes.,0,-1.0536547,-1.0638552,-1.2827654,0.010200499999999835
4,all-some,"If Sam has none of the cars, Sam will get a prize. Sam had all of the cars. Does Sam get a prize? No.
If Jim orders three of the burgers, Jim will get a prize. Jim ordered most of the burgers. Does Jim get a prize? Maybe.
If Sally wants more than one of the shirts, Sally will get a prize. Sally wanted two of the shirts. Does Sally get a prize? Yes.
If the singer owns all of the umbrellas, the singer will get a prize. The singer owned two of the umbrellas. Does the singer get a prize? Maybe.
If Mary sells some of the cakes, Mary will get a prize. Mary sold all of the cakes. Does Mary get a prize?", Yes.,1,-0.60540503,-1.0697032,-2.3763669,-0.46429816999999995
4,all-all,"If Sam has none of the cars, Sam will get a prize. Sam had all of the cars. Does Sam get a prize? No.
If Jim orders three of the burgers, Jim will get a prize. Jim ordered most of the burgers. Does Jim get a prize? Maybe.
If Sally wants more than one of the shirts, Sally will get a prize. Sally wanted two of the shirts. Does Sally get a prize? Yes.
If the singer owns all of the umbrellas, the singer will get a prize. The singer owned two of the umbrellas. Does the singer get a prize? Maybe.
If Jo eats all of the pancakes, Jo will get a prize. Jo ate all of the pancakes. Does Jo get a prize?", Yes.,1,-0.53748316,-1.3125879,-2.1182096,-0.7751047400000001
4,some-some,"If Sam has none of the cars, Sam will get a prize. Sam had all of the cars. Does Sam get a prize? No.
If Jim orders three of the burgers, Jim will get a prize. Jim ordered most of the burgers. Does Jim get a prize? Maybe.
If Sally wants more than one of the shirts, Sally will get a prize. Sally wanted two of the shirts. Does Sally get a prize? Yes.
If the singer owns all of the umbrellas, the singer will get a prize. The singer owned two of the umbrellas. Does the singer get a prize? Maybe.
If the actor spots some of the churros, the actor will get a prize. The actor spotted some of the churros. Does the actor get a prize?", Yes.,1,-0.89862186,-1.1854718,-1.34435,-0.28684993999999997
4,some-all,"If Sally owns three of the strawberries, Sally will get a prize. Sally owned half of the strawberries. Does Sally get a prize? Maybe.
If some of the sweaters are sold out, you will get a prize. Two of the sweaters are sold out. Do you get a prize? Yes.
If three of the hats are yellow, you will get a prize. Most of the hats are yellow. Do you get a prize? Maybe.
If Jo owns none of the burgers, Jo will get a prize. Jo owned several of the burgers. Does Jo get a prize? No.
If Sidney eats all of the snacks, Sidney will get a prize. Sidney ate some of the snacks. Does Sidney get a prize?", No.,1,-1.5099155,-0.9652645,-0.9966214,-0.544651
4,all-some,"If Sally owns three of the strawberries, Sally will get a prize. Sally owned half of the strawberries. Does Sally get a prize? Maybe.
If some of the sweaters are sold out, you will get a prize. Two of the sweaters are sold out. Do you get a prize? Yes.
If three of the hats are yellow, you will get a prize. Most of the hats are yellow. Do you get a prize? Maybe.
If Jo owns none of the burgers, Jo will get a prize. Jo owned several of the burgers. Does Jo get a prize? No.
If some of the pretzels are tasty, you will get a prize. All of the pretzels are tasty. Do you get a prize?", Yes.,1,-0.46368507,-1.6042949,-2.002225,-1.14060983
4,all-all,"If Sally owns three of the strawberries, Sally will get a prize. Sally owned half of the strawberries. Does Sally get a prize? Maybe.
If some of the sweaters are sold out, you will get a prize. Two of the sweaters are sold out. Do you get a prize? Yes.
If three of the hats are yellow, you will get a prize. Most of the hats are yellow. Do you get a prize? Maybe.
If Jo owns none of the burgers, Jo will get a prize. Jo owned several of the burgers. Does Jo get a prize? No.
If Sally sees all of the tickets, Sally will get a prize. Sally saw all of the tickets. Does Sally get a prize?", Yes.,1,-0.66047394,-1.5035183,-1.4840558,-0.84304436
4,some-some,"If Sally owns three of the strawberries, Sally will get a prize. Sally owned half of the strawberries. Does Sally get a prize? Maybe.
If some of the sweaters are sold out, you will get a prize. Two of the sweaters are sold out. Do you get a prize? Yes.
If three of the hats are yellow, you will get a prize. Most of the hats are yellow. Do you get a prize? Maybe.
If Jo owns none of the burgers, Jo will get a prize. Jo owned several of the burgers. Does Jo get a prize? No.
If John wants some of the candles, John will get a prize. John wanted some of the candles. Does John get a prize?", No.,0,-1.1395293,-1.0385352,-1.2071142,0.10099409999999986
4,some-all,"If Lucy eats more than two of the bagels, Lucy will get a prize. Lucy ate three of the bagels. Does Lucy get a prize? Yes.
If Sophie orders none of the backpacks, Sophie will get a prize. Sophie ordered several of the backpacks. Does Sophie get a prize? No.
If Sally likes three of the oranges, Sally will get a prize. Sally liked most of the oranges. Does Sally get a prize? Maybe.
If the man has three of the pretzels, the man will get a prize. The man had half of the pretzels. Does the man get a prize? Maybe.
If Bill sees all of the tickets, Bill will get a prize. Bill saw some of the tickets. Does Bill get a prize?", Maybe.,0,-2.4197972,-1.8769393,-0.33730456,-0.5428579
4,all-some,"If Lucy eats more than two of the bagels, Lucy will get a prize. Lucy ate three of the bagels. Does Lucy get a prize? Yes.
If Sophie orders none of the backpacks, Sophie will get a prize. Sophie ordered several of the backpacks. Does Sophie get a prize? No.
If Sally likes three of the oranges, Sally will get a prize. Sally liked most of the oranges. Does Sally get a prize? Maybe.
If the man has three of the pretzels, the man will get a prize. The man had half of the pretzels. Does the man get a prize? Maybe.
If Bill sells some of the cars, Bill will get a prize. Bill sold all of the cars. Does Bill get a prize?", Yes.,1,-1.0043813,-1.1227553,-1.3080657,-0.11837399999999998
4,all-all,"If Lucy eats more than two of the bagels, Lucy will get a prize. Lucy ate three of the bagels. Does Lucy get a prize? Yes.
If Sophie orders none of the backpacks, Sophie will get a prize. Sophie ordered several of the backpacks. Does Sophie get a prize? No.
If Sally likes three of the oranges, Sally will get a prize. Sally liked most of the oranges. Does Sally get a prize? Maybe.
If the man has three of the pretzels, the man will get a prize. The man had half of the pretzels. Does the man get a prize? Maybe.
If Sophie eats all of the cakes, Sophie will get a prize. Sophie ate all of the cakes. Does Sophie get a prize?", Yes.,1,-0.8745868,-1.1965853,-1.425677,-0.32199849999999997
4,some-some,"If Lucy eats more than two of the bagels, Lucy will get a prize. Lucy ate three of the bagels. Does Lucy get a prize? Yes.
If Sophie orders none of the backpacks, Sophie will get a prize. Sophie ordered several of the backpacks. Does Sophie get a prize? No.
If Sally likes three of the oranges, Sally will get a prize. Sally liked most of the oranges. Does Sally get a prize? Maybe.
If the man has three of the pretzels, the man will get a prize. The man had half of the pretzels. Does the man get a prize? Maybe.
If Jo spots some of the toys, Jo will get a prize. Jo spotted some of the toys. Does Jo get a prize?", Maybe.,0,-1.6551069,-2.1174405,-0.44357044,-0.4623335999999998
4,some-all,"If Mary eats none of the cupcakes, Mary will get a prize. Mary ate most of the cupcakes. Does Mary get a prize? No.
If Adam owns three of the mugs, Adam will get a prize. Adam owned most of the mugs. Does Adam get a prize? Maybe.
If the man gets two of the bagels, the man will get a prize. The man got both of the bagels. Does the man get a prize? Yes.
If Sam likes three of the keyrings, Sam will get a prize. Sam liked most of the keyrings. Does Sam get a prize? Maybe.
If all of the adverts are pretty, you will get a prize. Some of the adverts are pretty. Do you get a prize?", Maybe.,0,-1.7156129,-1.0818886,-0.8436646,-0.6337242999999999
4,all-some,"If Mary eats none of the cupcakes, Mary will get a prize. Mary ate most of the cupcakes. Does Mary get a prize? No.
If Adam owns three of the mugs, Adam will get a prize. Adam owned most of the mugs. Does Adam get a prize? Maybe.
If the man gets two of the bagels, the man will get a prize. The man got both of the bagels. Does the man get a prize? Yes.
If Sam likes three of the keyrings, Sam will get a prize. Sam liked most of the keyrings. Does Sam get a prize? Maybe.
If Sally sells some of the peanuts, Sally will get a prize. Sally sold all of the peanuts. Does Sally get a prize?", Yes.,1,-0.4107272,-1.4047381,-2.6009357,-0.9940109000000001
4,all-all,"If Mary eats none of the cupcakes, Mary will get a prize. Mary ate most of the cupcakes. Does Mary get a prize? No.
If Adam owns three of the mugs, Adam will get a prize. Adam owned most of the mugs. Does Adam get a prize? Maybe.
If the man gets two of the bagels, the man will get a prize. The man got both of the bagels. Does the man get a prize? Yes.
If Sam likes three of the keyrings, Sam will get a prize. Sam liked most of the keyrings. Does Sam get a prize? Maybe.
If the woman owns all of the burgers, the woman will get a prize. The woman owned all of the burgers. Does the woman get a prize?", Yes.,1,-0.26166382,-1.8905091,-2.768065,-1.6288452800000002
4,some-some,"If Mary eats none of the cupcakes, Mary will get a prize. Mary ate most of the cupcakes. Does Mary get a prize? No.
If Adam owns three of the mugs, Adam will get a prize. Adam owned most of the mugs. Does Adam get a prize? Maybe.
If the man gets two of the bagels, the man will get a prize. The man got both of the bagels. Does the man get a prize? Yes.
If Sam likes three of the keyrings, Sam will get a prize. Sam liked most of the keyrings. Does Sam get a prize? Maybe.
If some of the apples are tasty, you will get a prize. Some of the apples are tasty. Do you get a prize?", Yes.,1,-0.7590341,-1.6314095,-1.2158556,-0.8723753999999999
4,some-all,"If Lucy purchases none of the bagels, Lucy will get a prize. Lucy purchased most of the bagels. Does Lucy get a prize? No.
If the woman sees some of the apples, the woman will get a prize. The woman saw half of the apples. Does the woman get a prize? Yes.
If the actress notices three of the adverts, the actress will get a prize. The actress noticed most of the adverts. Does the actress get a prize? Maybe.
If the actor sees three of the performers, the actor will get a prize. The actor saw most of the performers. Does the actor get a prize? Maybe.
If Robin notices all of the cars, Robin will get a prize. Robin noticed some of the cars. Does Robin get a prize?", Maybe.,0,-1.8156661,-1.0187378,-0.82758707,-0.7969283
4,all-some,"If Lucy purchases none of the bagels, Lucy will get a prize. Lucy purchased most of the bagels. Does Lucy get a prize? No.
If the woman sees some of the apples, the woman will get a prize. The woman saw half of the apples. Does the woman get a prize? Yes.
If the actress notices three of the adverts, the actress will get a prize. The actress noticed most of the adverts. Does the actress get a prize? Maybe.
If the actor sees three of the performers, the actor will get a prize. The actor saw most of the performers. Does the actor get a prize? Maybe.
If John has some of the keyrings, John will get a prize. John had all of the keyrings. Does John get a prize?", Yes.,1,-0.6255784,-1.0399996,-2.407935,-0.41442120000000005
4,all-all,"If Lucy purchases none of the bagels, Lucy will get a prize. Lucy purchased most of the bagels. Does Lucy get a prize? No.
If the woman sees some of the apples, the woman will get a prize. The woman saw half of the apples. Does the woman get a prize? Yes.
If the actress notices three of the adverts, the actress will get a prize. The actress noticed most of the adverts. Does the actress get a prize? Maybe.
If the actor sees three of the performers, the actor will get a prize. The actor saw most of the performers. Does the actor get a prize? Maybe.
If the singer spots all of the umbrellas, the singer will get a prize. The singer spotted all of the umbrellas. Does the singer get a prize?", Yes.,1,-0.6386169,-1.7565371,-1.3599763,-1.1179202
